,data_index,title,cluster
15510,15510,6 Guiding Principles to Success; Reflecting on 6sense's Birthday,0
15511,15511,United Airlines Flight Attendants Are So Angry They’re Taking Drastic Action (Better Check Your Reservations),2
15512,15512,Boeing issues safety bulletin to airlines serving RDU after Indonesian crash,5
15513,15513,Best practices for making bad publicity better,0
15514,15514,Passenger Kicked Off Plane For Having An Emotional Support Squirrel,6
15515,15515,United Airlines flight from L.A. lands safely in Sydney after 'fuel mayday',0
15516,15516,Trump Disrespects 9/11's Anniversary By Showing EXCITEMENT & Celebratory Mood,0
15517,15517,Unit Revenue Forecasts Creep Upward at JetBlue and United Airlines,2
15518,15518,Belize City: Round-Trip Flight from Toronto,0
15519,15519,Germany deports man convicted over 9/11 terror attack 17 years after atrocity,0
15520,15520,"Saipan airport re-energised, 300 generators bound for Tinian",4
15521,15521,BABC Houston - Time to Renew Your Membership? members,0
15522,15522,"Lea County, Hobbs continue subsidies for Houston flight",0
15523,15523,The strange business of buying and selling fake YouTube views – New Straits Times Online,0
15524,15524,Nike Purchase Prohibited Act,0
15525,15525,"Boeing, United Airlines Announce Order for Four 787 Dreamlin",0
15526,15526,Find the best Cheap Flight from SFO to LAS (Travel & Tickets,0
15527,15527,"Oscar Munoz, right, CEO of United Airlines, who received a heart transplant in January 2016, interacts with 2018 heart transplant recipient Juan Deleon after Deleon spoke at a heart transplant news conference at Northwestern Medicine Prentice Women's Hosp",0
15528,15528,Starbucks promises support for iOS 6 Passbook at end of September,0
15529,15529,"Police Stormed Room of United Pilot, Accusing Him of Waving Naked at TSA From His Window",0
15530,15530,Man called in a bomb threat to avoid missing his flight was sentence to jail term,0
15531,15531,Denver Air Connection passenger numbers nearly 2K ahead of last year at Riverton Regional,3
15532,15532,Hurricane Lane is wreaking havoc on Hawaii. Here's how US airlines are responding.,0
15533,15533,The Secret to Booking the Cheapest Flight Possible,0
15534,15534,The Richest Frequent Flyer and New Google Hotel Discounts,0
15535,15535,Man sentenced to 18 months in prison for making bomb threat on United flight to Denver,0
15536,15536,Why your company reputation is like a houseplant,0
15537,15537,U.S. Airlines Remove ‘Taiwan’ From Websites,0
15538,15538,United Airlines Crew Made Jokes After Passenger Complained a Man Masturbated Next to Her,0
15539,15539,Flying to Oakland or Las Vegas? Santa Barbara Airport is adding new direct flights,4
15540,15540,You can fly round-trip Vancouver to Los Angeles for only $273 CAD right now,0
15541,15541,VERBATIM: Trump pays tribute to 9/11 heroes aboard Flight 93,0
15542,15542,"It is time to pardon or grant clemency to Leonard Peltier. The man is in failing health, and 73 years old. Please.",0
15543,15543,THE BEST VINTAGE AIRLINE UNIFORMS,0
15544,15544,Man called in bomb threat so he wouldn’t miss flight,0
15545,15545,The Starbucks Pumpkin Spice Latte Is Back! Don't Miss the Chance to Earn Cash Back or Miles & Points on Your PSL Purchase!,8
15546,15546,New: The US Bank Business Leverage Card Offers Dozens of Bonus Categories,8
15547,15547,Mileage runs can be smart ways to reach elite level for frequent fliers,0
15548,15548,"Therapy dogs, the gift of I-PASS, along with other holiday travel tips",0
15549,15549,2018 Emmys Head From Chicago to Los Angeles – NBC Chicago,0
15550,15550,Flight Attendant Says Crying Baby is Unacceptable,0
15551,15551,Marian Artesani,0
15552,15552,UA Might Offer $100 Incentive to FAs per Credit Card Sold,8
15553,15553,Airline Bag Fees HAD To Go Up…,0
15554,15554,United Airlines app can now save boarding passes to Google Pay – Android Police,0
15555,15555,5 Questions with Eric Copper,0
15556,15556,Can an Airplane Door Actually Open Mid-Flight?,0
15557,15557,United Airlines Israel flight canceled due to half-second delay,0
15558,15558,Delta’s new seats are now the widest in the industry,1
15559,15559,United Airlines Flight Attendant Surprise Announcement,2
15560,15560,Ask Attorney General Jeff Sessions To Step Down Or Begin The Impeachment Process!,0
15561,15561,United Airlines Adds a Daily Direct Flight From Pasco To LA,4
15562,15562,Democrats want to raise taxes at Newark airport,4
15563,15563,United – World Orchestra,0
15564,15564,Pictures: United Airlines 787-10,2
15565,15565,United Airlines Announces Initial International Boeing 787-10 Dreamliner Destinations,2
15566,15566,Norwegian Air passenger jailed for making fake bomb threat to avoid missing flight,0
15567,15567,United Threatens To Abandon Newark Hub,4
15568,15568,Man Sentenced for Phoning in Bomb Threat to Keep From Missing Flight,0
15569,15569,"Sanction Arnoldo Aleman Lacayo, Maria Fernanda Flores y Maria Dolores Aleman under the Magnitsky Act",0
15570,15570,We are asking congress to forgive all student debt to those who attended and/or graduated The Art Institutes.,0
15571,15571,"CNN: Dead New Jersey surfer ""likely"" exposed to brain-eating amoeba at Waco Pool!",2
15572,15572,Maintain funding for NIST stations WWV & WWVH,0
15573,15573,Southwest Airlines to Stop Serving Peanuts Onboard,0
15574,15574,American Airlines and United Airlines Flight Attendants Just Made a Very Controversial Announcement. Not Everyone’s … – Inc.com,2
15575,15575,Brazil’s Embraer snags $1.1 billion order from United Airlines,0
15576,15576,"Plane, Catering Truck Collide At Newark Airport; 1 Hurt",4
15577,15577,Picture Of Donald Trump Fist-Pumping At Supporters After Arriving At 9/11 Memorial Draws Controversy,0
15578,15578,United Airlines Poetry and One Hub to Avoid Checking Baggage Through,2
15579,15579,IATA introduce real-time turbulence forecasting,0
15580,15580,Wheelchair tennis ace from Norfolk involved in travel chaos ahead of the US Open,0
15581,15581,United Fantasy Flight takes kids in need of Christmas cheer to North Pole – FOX 5 DC,0
15582,15582,Woman Shipped 80 Year Old Father to Denver With His Dog And No One to Care For Him But United,0
15583,15583,Morning travelers treated to spectacular sunrise,0
15584,15584,U.S. air safety board to probe cause of Air Canada’s near-miss in San Francisco,3
15585,15585,Evidence of airline support for Apple's Passbook surfaces ahead of iPhone debut,0
15586,15586,You don't have to be a nervous wreck while flying,0
15587,15587,National safety board expected to determine cause of Air Canada close call,3
15588,15588,Trump honors 'brave patriots' on Flight 93 at Sept. 11 service,0
15589,15589,"You can fly from Vancouver to Taipei, Taiwan for $534 this fall",0
15590,15590,United Airlines flight UA161 Passenger shocked as pilot takes a NAP in first class,0
15591,15591,Top 5 Must-Download HR Resources of 2018,0
15592,15592,"Earn Big Cash Back! The 80,000 Chase Ultimate Rewards Point Bonus From the Ink Business Preferred Is Worth $800",8
15593,15593,Whoa! Chase Adds Brand New Ultimate Rewards Transfer Partner,8
15594,15594,"Warehouse Catering Operations in Newark, New Jersey, United States",0
15595,15595,"Dog Escaped Crate on Plane, Emergency Landing",0
15596,15596,Political association “For the alternative” ask you to send your observers from Congress to Latvia Parliament elections,0
15597,15597,"Family Loses Irreplaceable Photos Of Father At O'Hare, Seeks Help",0
15598,15598,"TEAMSTERS, ALLIES TO RALLY OVER GATE GOURMET AT DULLES' UNITED AIRLINES TERMINAL",0
15599,15599,2020 International Gay Rugby Comp To Be Hosted In Canada,0
15600,15600,Coffee Grown By Rwanda’s Ngororero Coffee Washing Station Awarded,0
15601,15601,"EXCLUSIVE: Colorado woman sues United Airlines after she woke to find drunk, off-duty pilot 'rubbing her crotch while masturbating' during flight",0
15602,15602,Talk about strength! Teams pull United Airlines plane to benefit Special Olympics Ohio,0
15603,15603,Takes Major Stand Against 'Ridiculous' Emotional Support Animals,6
15604,15604,"Reschedule and/or deschedule cannabis to allow more medical research, thus giving people thier choice in medication.",0
15605,15605,How Much Political Power should CEO Activism Have?,0
15606,15606,Why Company Culture is a Competitive Advantage,0
15607,15607,Trump Ditches Traditional Moment of Silence on 9/11,0
15608,15608,Aviation industry lagging in ‘pilot gender equality’,0
15609,15609,Travel Alert September 2018: Industrial Action in Argentina,0
15610,15610,SR-71 “Buzzing the tower” story you probably never heard before,0
15611,15611,Chinese Media Blast US Airline For Creative Solution To Differentiate China And Taiwan On Website,0
15612,15612,Wheelchair tennis ace from Norfolk stranded in airport ahead of US Open,4
15613,15613,"Baggage fees, autonomous vehicles, foldable phone",0
15614,15614,"Lea County, Hobbs continue subsidies for Houston flight",0
15615,15615,Honolulu hotel undergoes redesign to attract millennials,0
15616,15616,Sexual Assaults Aboard Aircrafts: FBI States “Alarming” Increase,0
15617,15617,How many people died in the terror attack on the World Trade Center on 9/11?,0
15618,15618,United Airlines and OTG unveil Forth and Nomad pop-up store at George Bush Airport,4
15619,15619,‘Horny’ passenger on United flight fired after allegedly molesting female seatmate,0
15620,15620,Boards Need A Social Media Strategy For Crisis Management,0
15621,15621,United Airlines to post $105 million second quarter charge on Brazil routes,2
15622,15622,United Airlines Poetry and One Hub to Avoid Checking Baggage Through,2
15623,15623,Puerto Vallarta and San Francisco joined in ‘sisterhood’,0
15624,15624,Making The Case For 'Good' PR (And Five Ways To Achieve It),0
15625,15625,Military Veteran Finds His Best Friend After Two Years ⋆,0
15626,15626,United Airlines announces new seasonal flights from Pensacola to Newark,4
15627,15627,"""Israel did 9/11, not Muslims. Anyone thinking otherwise 17 years on, is an idiot"" -- Sott.net",0
15628,15628,"Trump's Fist Pump At A 9/11 Memorial Revealed A Lot, This Body Language Expert Says",0
15629,15629,Federal lawsuit claims United Airlines did not intervene in pilot's harassment of flight attendant,0
15630,15630,United Airlines raises requirements for frequent flyer program's most elite status,0
15631,15631,How Hollywood star Steve Buscemi spent a week helping hunt for survivors,0
15632,15632,The United Airlines Case,2
15633,15633,United Airlines' Basic Economy Bag Ban Probably Won't Last,0
15634,15634,JetBlue Crew Uses In-Cabin Oxygen To Resuscitate Suffocating French Bulldog,0
15635,15635,Hurricane Lane is wreaking havoc on Hawaii. Here’s how US airlines are responding.,0
15636,15636,"Seventeen years after 9-11, fallen remembered in Edmonds ceremony",0
15637,15637,Hurricane Lane is wreaking havoc on Hawaii. Here’s how US airlines are responding.,0
15638,15638,How Hollywood star Steve Buscemi spent a week helping hunt for survivors,0
15639,15639,MH370 route was 'emergency diversion after flames ripped through Boeing 777',0
15640,15640,Lyft hires former United Airlines exec to lead market expansion,0
15641,15641,Alaska's largest airport sees new high in summer passengers,4
15642,15642,BYD Rolls out New Electric Tugs for Airports,4
15643,15643,Merchant Management Assistant job at Mileslife Co Limited Hong-Kong,0
15644,15644,Air Canada near miss caught on video almost 'worst crash in aviation history',3
15645,15645,Passenger Kicked Off Plane For Having An Emotional Support Squirrel,6
15646,15646,"Win 100,000 Alaska Airlines Miles & $2,500 for Shopping Online This Week",8
15647,15647,a flight attendant from the US revealed the terrible secrets of his work,0
15648,15648,Hawaii hit with floods and landslides,0
15649,15649,New WPP CEO Wants More Corporate Oversight of Agency Pitches,0
15650,15650,STA Travel is celebrating the 4th of July with flights to the USA from $749 return,0
15651,15651,Wendy’s faces potential class action suit under Illinois’ Biometric Information Privacy Act,0
15652,15652,Aloha From the Big Island – aroundustyroads,0
15653,15653,Tech & Science ▷ The mystery of a runaway star has finally been solved,0
15654,15654,"Earn Up to 4,000 Bonus AAdvantage Miles by Shopping for the Holidays 2018",8
15655,15655,United Airlines Flight from Los Angeles Lands Safely in Sydney after Mayday,0
15656,15656,"American Announces Several New Domestic and International Routes From 7 Hubs, Some Surprising",0
15657,15657,Calling All Bay Area Mobile World Congress Attendees: United Airlines to Offer Nonstop Service to Barcelona,0
15658,15658,United Express Flight Attendants at Air Wisconsin Vote in Favor of Strike,3
15659,15659,Monterey Regional Airport Announces New Nonstop Flight from Denver,4
15660,15660,WSJ Reports United Airlines and UPS Executives Think Blockchain Benefits are Too Soon for 2019,0
15661,15661,Why Breast Cancer Awareness Matters to One GoJet Flight Attendant,0
15662,15662,Artificial Intelligence – Creating both fear and hope among workers,0
15663,15663,94-Year-Old Veteran Imparts His Wisdom To Students Every Day Before Class,0
15664,15664,Please ask John Williams to compose the anthem for the Space Force if it is created.,0
15665,15665,Man Sentenced To 18 Months In Prison For Plane Bomb Threat,0
15666,15666,10 Things You Didn't Know Were Covered By Your Travel Insurance,0
15667,15667,UTT Live,0
15668,15668,Passenger booted for 'emotional support squirrel' says she's contacting lawyer: 'I'm going for blood',6
15669,15669,North Korean spy chief’s visit to Washington shrouded in mystery,0
15670,15670,"Pakistani airspace closure continues to affect world’s flights, Air India worst-hit",3
15671,15671,Woman rages after being seated between 'big’ passengers on a plane,0
15672,15672,"Youngest victim of 9/11 would be turning 20, but remaining 5 Al Qaeda suspects still not brought to trial",0
15673,15673,"As gun outrage grew, Monster Jam quietly stripped weapons from its monster trucks",0
15674,15674,Everything we know about the 'disaster' flight that stranded passengers on a remote military site for 16 hours,0
15675,15675,"Apple Revealed to Be United Airlines’ Top Flyer, Buying 50 Seats to China Every Day",2
15676,15676,"Deep freeze covers Northeast, Midwest after deadly weekend storm",0
15677,15677,Speeding MP Fiona Onasanya should resign fast and be struck off as a solicitor,0
15678,15678,"Deep freeze covers Northeast, Midwest after deadly weekend storm",0
15679,15679,Pence Press Sec Blows Up Kamala Harris Claim That VP’s ‘No Women Alone’ Policy Hurts Women,0
15680,15680,Two Black Pilots Are Teaching Black Kids How To 'Fly For The Culture' With A Free Aviation Program,0
15681,15681,Trans-inclusive Design,0
15682,15682,Sri Lanka admits 'major intelligence lapse',0
15683,15683,Amazon No. 1 – for sexual exploitation of kids,0
15684,15684,Airlines Will Offer New Gender Options Beyond 'Male' and 'Female' for Non-Binary Flyers,0
15685,15685,New batch of ‘Dark Overlord’ 9/11 papers leaked online,0
15686,15686,"JetBlue pilots accused of drugging, raping flight attendants",0
15687,15687,Pilot buys 70 hamburgers for passengers after long flight delay,0
15688,15688,Delegating aircraft safety assessments to Boeing is nothing new for the FAA,5
15689,15689,U.S. Pilots Reported Issues With Boeing 737 Jets Last Year,5
15690,15690,This Is The Longest Government Shutdown Ever; For The Market It's Also The Greatest,0
15691,15691,Why was Pilot Filed McConnell not invited to the vital U.S. Senate Subcommittee on Aviation Operations hearings?,0
15692,15692,Meet the Militant Flight Attendant Leader Who Threatened a Strike—And Helped Stop Trump’s Shutdown,0
15693,15693,Cathay makes another first class blunder,0
15694,15694,Trump Grounding The Boeing 737 MAX In U.S.,5
15695,15695,Improving patient safety: We need to reduce hierarchy and empower junior doctors to speak up,0
15696,15696,BREAKING: Former White House Counsel Don McGahn to be Held in Contempt,0
15697,15697,A Jewish family was booted from a flight over ‘body odor’ — but says anti-Semitism is to blame,0
15698,15698,Indonesia air disaster raises new questions about how far aircraft makers should push cockpit automation,5
15699,15699,Boycott these 60 companies that donate money to fund the systematic murder of unborn human babies,0
15700,15700,Pakistan allows Sushma’s overflight on India’s request,0
15701,15701,"American just made it cheaper to travel with bikes, surfboards, skis and tubas",0
15702,15702,"Hey Google, what's new with the Assistant at CES this year?",0
15703,15703,Miami airport terminal closing early as screeners call in sick,4
15704,15704,How does it affect travelers?,5
15705,15705,FAA under ever-mounting pressure to ground Boeing 737 Max 8s,5
15706,15706,Sara Nelson’s Art of War,0
15707,15707,"American Airlines halts flights to Caracas, Maracaibo in Venezuela",0
15708,15708,Travelers stranded as Icelandic airline collapses,0
15709,15709,United Airlines fires 35 employees for abusing travel benefits,2
15710,15710,Europe and Canada Just Signaled They Don't Trust the FAA's Investigation of the Boeing 737 MAX,5
15711,15711,Reconstruction Finally Completed On Field Destroyed By United Flight 93,2
15712,15712,Miami International Airport closing terminal early days due to TSA shortage during government shutdown,4
15713,15713,"Two feet of snow possible, temps of -40 degrees",0
15714,15714,Boeing Promises to Release Software Update For 737 Max Planes by April,5
15715,15715,"Amputee left to crawl after United Airlines denies scooter battery before flight, he says",0
15716,15716,American Airlines extends 737 Max freeze,5
15717,15717,Disruptive White Woman Booted Off United Airlines Flight After Fat-Shaming Two Black Passengers,2
15718,15718,What you should know if you're booked on a flight,5
15719,15719,"U.S. airlines stand by Boeing's 737 MAX, saying data shows it is safe",5
15720,15720,Boeing plane in Ethiopian Airlines crash was same model in deadly Lion Air disaster,5
15721,15721,"Amputee forced to crawl after United Airlines, airport security confiscate scooter batteries",0
15722,15722,"What to know about the Boeing 737 Max 8, the plane that's crashed twice in 5 months",5
15723,15723,Air Canada flight attendants’ union says crew don’t want to be forced to fly on Boeing 737 MAX 8,3
15724,15724,Democrats are cozying up to corporate lobbyists despite purity pledges,0
15725,15725,Airport security no-shows are soaring as shutdown enters 4th week,4
15726,15726,BREAKING: Plane Skids off Runway at Chicago O'Hare Airport,4
15727,15727,Mayor’s race still wide open — Think Big has a big new ad — UAW endorses MENDOZA,0
15728,15728,"Ethiopia black boxes bound for Europe, crash pilot had in-plane issues",5
15729,15729,"Trump will soon be forced to issue his first two vetoes, as Congress seeks to wrest back power",0
15730,15730,Officials Again Warn of Measles Exposure at LAX After 2nd Case Confirmed at Airport,4
15731,15731,Keanu Reeves bonds with passengers after flight makes emergency landing,0
15732,15732,"Winter Storm Harper: Thousand of Flights Canceled, Hundreds of Crashes, 5 Dead",0
15733,15733,Boycott these 60 companies that donate money to fund the systematic murder of unborn babies,0
15734,15734,FAA fielded nearly a dozen whistleblower complaints about Boeing 787,0
15735,15735,Winter Storm Reaches Mid-Atlantic After Killing 5 In The Midwest,0
15736,15736,49ers Sign OL Daniel Brunskill,0
15737,15737,Who Says The Boeing 737 MAX Is Safe? The U.S. Pilots Who Fly It,5
15738,15738,"Doctor who was dragged, screaming, from United Airlines flight finally breaks silence",2
15739,15739,American Airlines offers helicopter rides and private lounges for super VIPs,2
15740,15740,"Winter Storm Grounds Flights, Delays Trains And Knocks Out Power",0
15741,15741,United Airlines is covering up cameras on seat backs amid privacy backlash,2
15742,15742,"United Airlines Flight 179 diverted to Canadian military base, passengers spent night in plane",2
15743,15743,"Des Linden discusses plans, goals for 2019",0
15744,15744,Investigators find new clues pointing to potential cause of 737 MAX crashes as FAA details Boeing’s fix,5
15745,15745,Flight attendant and DACA recipient detained by ICE for over a month,0
15746,15746,Doomed Boeing 737s Lacked 'Optional Safety Features'; Ethiopian Air Captain Skipped Training,5
15747,15747,‘Hundreds of pieces of one person’: The death toll in Sri Lanka was wrong — this might be why.,0
15748,15748,Sara Nelson Is Not Afraid to Strike Back,2
15749,15749,"Southwest Airlines launches Hawaii service from Oakland to Honolulu with new snacks, in-flight hula dancing",0
15750,15750,"Boeing sees FAA approving software fix in May, MAX ungrounding in...",5
15751,15751,The False Promise of Protest,0
15752,15752,Businesses hit hard by Trump shutdown are suddenly silent about the GOP lawmakers they bankrolled,0
15753,15753,Major computer outage grounds flights across US,0
15754,15754,U.S. Diplomats Are Starting to Leave Venezuela Amid Maduro's Tense Standoff With Washington,0
15755,15755,Bomb Threat Hoaxer Exposed by Hacked Gaming Site — Krebs on Security,0
15756,15756,Pilots Have Their Own Secret Language. Here's What They're Really Saying,0
15757,15757,Pilots Split Over FAA Chief's Claims On Boeing 737 Max Training,0
15758,15758,Airbus cannot build fast enough to replace Boeing’s 737 Max,5
15759,15759,"Republicans try to address fundraising woes, and a new Pelosi book",0
15760,15760,Amputee Left ‘Crawling Across the Floor’ After Airline Security in Canada Confiscated His Scooter Batteries,0
15761,15761,U.S. Airlines to Offer Non-Binary Gender Options for Flyers,0
15762,15762,Donald Trump Wants To Make Sure The US Workforce Is Ready For AI,0
15763,15763,Doomed jets lacked 2 key safety features that Boeing sold as extras,5
15764,15764,First-of-its-kind drone program in North Carolina is helping diagnose patients faster,0
15765,15765,"- CRAZY HOT!! Non-stop from New York to Barcelona, Spain for only $198 roundtrip",0
15766,15766,United Airlines announces new non-binary gender booking options,2
15767,15767,United Airlines Employee Charged with Disorderly Conduct After Calling Black Woman Passenger a 'Monkey',0
15768,15768,United Airlines takes down poster that revealed Apple is its largest corporate spender,2
15769,15769,Some of the national emergencies in place right now,0
15770,15770,"United Airlines Presents Flight 3591 Widow with Wings and Epaulets, Leaves Indoc Seat Vacant",2
15771,15771,Stop the Australians Before Americans Get Slaughtered,0
15772,15772,Starrcast II,0
15773,15773,- Frontier Airlines asks passengers to tip their flight attendants,2
15774,15774,Amputee forced to crawl after airport security confiscated scooter batteries pleads case to human rights commission,0
15775,15775,The Google Assistant can now check you in to your flight and book you a hotel room,0
15776,15776,"Massive snowstorm, strained airports expected to snarl holiday weekend travel",4
15777,15777,"Pamela Smart got four boys to kill her husband nearly 29 years ago. Now, they're free. She isn't.",0
15778,15778,Trump-Appointed Board Proposes Major Blow to Air and Rail Unions,0
15779,15779,"Bernie Sanders wants you to expose your friends, Facebook-style",0
15780,15780,Fixing a toxic work culture: Listen to your workforce,0
15781,15781,United Airlines becomes first airline to add non-binary gender booking options,2
15782,15782,United Airlines pioneers non-binary gender bookings,2
15783,15783,D’Andre Simpson The President of Alpha Phi Alpha at the University of Michigan,0
15784,15784,Man forced to crawl after airport workers confiscate his scooter batteries,4
15785,15785,""" Vanishing board-and-care-homes leave residents with few options",0
15786,15786,How is the Boeing 737 Max 8 different from other Boeing 737 airplanes?,5
15787,15787,Here are the Top 24 Aircraft Innovations for 2019,0
15788,15788,United Airlines passengers stranded over 15 hours at frigid Canadian military base,2
15789,15789,"Comedian. Clown. Brilliant, Well-Connected Lawyer. But Mostly A Uniquely Successful Business Leader",0
15790,15790,Travelers on United flight to Hong Kong delayed for 20-plus hours by unfortunate events,2
15791,15791,Winter storm barrels east after blanketing Midwest,0
15792,15792,United Airlines says willing to loan Avianca Holdings up to $150...,2
15793,15793,United Airlines Boeing 737 Engine Fire Prompts Hawaii Emergency Landing,0
15794,15794,Southwest sending team to review Boeing 737 MAX upgrade while...,5
15795,15795,Chicago Mayor Lori Lightfoot's security chief co-authored plan to bring in National Guard to fight crime,0
15796,15796,Chicago Mayor Lori Lightfoot hires private security operator married to lobbyist to run her security detail,0
15797,15797,"Conglomerates will never die out, but their form is evolving",0
15798,15798,"The safest airlines in the world for 2019, according to AirlineRatings.com",2
15799,15799,"United Airlines paraplegic passenger forced to ""scoot down aisle"" of plane on his rear-end",2
15800,15800,How 9/11 Became the Deadliest Day in History for U.S. Firefighters,0
15801,15801,United Airlines Adds Nonbinary Booking Option,2
15802,15802,Jason Danieley to Present First-Ever Marin Mazzie Award for Empowerment,0
15803,15803,Passengers stranded on remote Canadian military airfield for 15 hours amid -20C weather in ‘colossal disaster’ New York-Hong Kong flight,0
15804,15804,Win two tickets to every Bears game this season,0
15805,15805,Doctor dragged off United Airlines flight after watching viral video of himself,2
15806,15806,Denver-area hotels near capacity as travelers remain trapped by blizzard,0
15807,15807,FAA hears from airlines that grounded the Boeing 737 Max,5
15808,15808,737 MAX crashes make it the most troubled airliner debut in modern aviation,5
15809,15809,'Black Box' Recorders Found In Ethiopian Airlines Crash Of Boeing 737 Max 8 Jet,5
15810,15810,"As Rest Of World Grounds 737 Max 8s, FAA Finds Itself Under Mounting Pressure",5
15811,15811,Why airlines obsess over the paint jobs on their planes,2
15812,15812,800+ Chicago flights canceled due to winter storm,0
15813,15813,United Airlines Announced It Will Be The First Airline To Offer Nonbinary Gender Options For Customers To Book Flights,2
15814,15814,The Government Shutdown Reveals Another Reason to Abolish the TSA,0
15815,15815,Magnetic north is moving 'pretty fast' towards Russia,0
15816,15816,New Jersey Airport Brought to a Halt After Multiple Flights Report Spotting a Drone,4
15817,15817,Plane carrying 129 skids off Chicago runway as huge storm hits midwest,0
15818,15818,How to Find Cheap First Class and Business Class Tickets,0
15819,15819,"1,000+ Chicago flights canceled due to winter storm",0
15820,15820,"So far, minimal travel pain from Boeing 737 MAX grounding",5
15821,15821,Boeing 737 Sensors Linked To Over 140 Incidents,5
15822,15822,What we've learned from the Boeing 737 MAX crashes,5
15823,15823,"Discount airliner, not all safety included",5
15824,15824,"Police contacts triple, and officials want BART to step in",0
15825,15825,Pressure mounts on FAA as Canada joins nations banning Boeing 737 Max jets,5
15826,15826,Boeing jet’s autopilot appeared to cause aircraft to tilt down suddenly,5
15827,15827,United Airlines offers to withdraw from Coliseum naming rights deal with USC,0
15828,15828,China took the lead with the Boeing 737 Max. How did it beat the FAA?,5
15829,15829,United Airlines plane diverted to Goose Bay leaves passengers stuck on board for over 13 hours,2
15830,15830,United covers over the cameras on its in-flight entertainment systems,2
15831,15831,Best Credit Card for Travelers? Probably Not One From an Airline,8
15832,15832,Donald Trump Wants To Make Sure The US Workforce Is Ready For AI – True Pundit,0
15833,15833,Major Winter Storm Wreaks Havoc in Northeastern U.S.,0
15834,15834,A Powerful 'Bomb Cyclone' Could Impact 70 Million Americans. Here's Everything to Know,0
15835,15835,Travelers worry as U.S. airlines stand by Boeing plane,5
15836,15836,United Airlines Returns To Africa With World's First U.S. To Cape Town Flight,0
15837,15837,U.S. airlines visit Boeing as FAA awaits 737 MAX upgrades,5
15838,15838,5 Days in Heaven – Dang Travelers,0
15839,15839,UGA fraternity suspended as racist video circulates online,0
15840,15840,DHS To Face-Scan 97% Of International Travelers Within Four Years,0
15841,15841,Thousands of Flights Are Being Cancelled Because of the Extreme Cold,2
15842,15842,Landing gear collapses on flight leaving Ford Airport,4
15843,15843,FAA workers in Louisville say shutdown threatens air safety,0
15844,15844,Google Assistant will soon check into your flight for you,0
15845,15845,This Stunt-loving Flight Attendant Celebrated Her 50th Birthday by Walking on the Wings of an Airplane,0
15846,15846,Want to avoid flying on the Boeing 737 MAX 8? You’re not alone.,5
15847,15847,US airlines to offer gender-neutral booking options for non-binary passengers,2
15848,15848,Officials Oppose Letting United Airlines Put Its Name on L.A. Memorial Coliseum,0
15849,15849,Once in a lifetime chance for Outlander fans as series author Diana Gabaldon to host Q&A at iconic filming locations,0
15850,15850,American and Southwest cancel more Boeing 737 Max flights,5
15851,15851,"AvTalk Episode 57: In an evacuation, leave everything",0
15852,15852,"If Chicago O'Hare is on your flight plan, you could be in trouble",2
15853,15853,United Airlines Orders First Class Regional Jets,2
15854,15854,"Government shutdown, TSA absenteeism spark travel industry fears",1
15855,15855,Over 140 International Airlines Affected by Major Security Breach,0
15856,15856,Airline to honour fares slashed in error,0
15857,15857,Atlanta Has Been Dethroned As the Country's Busiest Airport,4
15858,15858,Airlines canceling flights out of Denver on Wednesday ahead of expected blizzard,0
15859,15859,List of Bay Area Routes Effected by Boeing Grounding Order,0
15860,15860,Delta Was Just Named the Most On-time Airline in the World,1
15861,15861,The Airline Industry's Glass Ceiling Is Still Sky-High,0
15862,15862,SIA named one of world's top 20 safest airlines,2
15863,15863,Pretending terrorism is America's fault – and Muslims the 'real victims',0
15864,15864,You don't have to be on a 737 Max to be affected by the FAA grounding. Here's why.,5
15865,15865,Drone sighting disrupts major US airport,4
15866,15866,United Airlines Employee Accused of Calling Black Actress a ‘Shining Monkey’,0
15867,15867,United CEO promises to re-book passengers concerned about 737 MAX,5
15868,15868,Boeing Charged Extra Money for 'Vital' Safety Features on 737 Max,5
15869,15869,Running for Justice After 30 Years Wrongfully Behind Bars,0
15870,15870,"BREAKING: Shooting Reported Near Mall in Meriden, Connecticut",0
15871,15871,- North American carriers are refusing to ground Boeing 737 Max planes,5
15872,15872,"Plane skids off runway at Chicago O’Hare airport, officials say",4
15873,15873,India has one of the world's top 10 airports,4
15874,15874,Boeing says software update for 737 Max is complete,5
15875,15875,North American carriers express confidence in MAX; union wants probe,0
15876,15876,Broadway star running United Airlines NYC Half Marathon for late wife Marin Mazzie,0
15877,15877,3rd body recovered in deadly Amazon cargo plane crash in Texas,0
15878,15878,United Airlines Implements Policy Allowing Customers To Identify As ‘Non-Binary’,2
15879,15879,"Coconut rum, snack packs and 'Forgetting Sarah Marshall'",0
15880,15880,5 Steps to Handling a Crisis Like a Boss,0
15881,15881,Texans to travel in 2019 regular season,0
15882,15882,Travellers struggle to reach Air Canada amid 737 Max 8 ban,3
15883,15883,"AOC Wants You to Take a Train, But She Spent 7 Times More in Plane Travel Than on Amtrak",0
15884,15884,Stroopwafels Return to United Airlines Domestic Flights,2
15885,15885,United Airlines now flying Boeing's 787-10,5
15886,15886,"United Airlines to launch first nonstop flight between North America and Cape Town, South Africa",0
15887,15887,Lori Lightfoot made history in Chicago. Now she needs to make an impact.,0
15888,15888,Welcome to Fresno: How the Nats Triple-A team ended up in California’s farmland,0
